Провод,Наружный диаметр,Минимальный радиус изгиба,Диапазон рабочих температур,Ссылка,Расшифровка
"ППВ 2х1,5","3,3х7,8 мм",10 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D0%9F%D0%92+2%D1%851%2C5,"П: провод  П: плоский  В: изоляция из ПВХ пластиката  2: 2 жилы  1,5: номинальное сечение жилы 1,5 мм2  "
"ППВ 2х2,5","3,9х9,0 мм",10 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D0%9F%D0%92+2%D1%852%2C5,"П: провод  П: плоский  В: изоляция из ПВХ пластиката  2: 2 жилы  2,5: номинальное сечение жилы 2,5 мм2  "
"ППВ 2х4,0","4,4х10,0 мм",10 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D0%9F%D0%92+2%D1%854%2C0,"П: провод  П: плоский  В: изоляция из ПВХ пластиката  2: 2 жилы  4,0: номинальное сечение жилы 4,0 мм2  "
"ППВ 2х6,0 *","4,9х11,0 мм",10 наружных диаметров,−50...+70 °C,,"П: провод  П: плоский  В: изоляция из ПВХ пластиката  2: 2 жилы  6,0: номинальное сечение жилы 6,0 мм2  "
"ППВ 3х0,75","2,6х10,2 мм",10 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D0%9F%D0%92+3%D1%850%2C75,"П: провод  П: плоский  В: изоляция из ПВХ пластиката  3: 3 жилы  0,75: номинальное сечение жилы 0,75 мм2  "
"ППВ 3х1,5","3,3х12,3 мм",10 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D0%9F%D0%92+3%D1%851%2C5,"П: провод  П: плоский  В: изоляция из ПВХ пластиката  3: 3 жилы  1,5: номинальное сечение жилы 1,5 мм2  "
"ППВ 3х2,5","3,9х14,1 мм",10 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D0%9F%D0%92+3%D1%852%2C5,"П: провод  П: плоский  В: изоляция из ПВХ пластиката  3: 3 жилы  2,5: номинальное сечение жилы 2,5 мм2  "
"ППВ 3х4,0","4,4х15,6 мм",10 наружных диаметров,−50...+70 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D0%9F%D0%92+3%D1%854%2C0,"П: провод  П: плоский  В: изоляция из ПВХ пластиката  3: 3 жилы  4,0: номинальное сечение жилы 4,0 мм2  "
"ППВ 3х6,0 *","4,9х17,1 мм",10 наружных диаметров,−50...+70 °C,,"П: провод  П: плоский  В: изоляция из ПВХ пластиката  3: 3 жилы  6,0: номинальное сечение жилы 6,0 мм2  "
"ППВ-ХЛ 2х0,75","2,6х6,4 мм",10 наружных диаметров,−60...+70 °C,https://bystrokabel.ru/item/ppv-hl/ppv-hl-2h0-75,"П: провод  П: плоский  В: изоляция из ПВХ пластиката  ХЛ: холодостойкое исполнение  2: 2 жилы  0,75: номинальное сечение жилы 0,75 мм2  "
"ППВ-ХЛ 2х1,0","2,8х6,8 мм",10 наружных диаметров,−60...+70 °C,https://bystrokabel.ru/item/ppv-hl/ppv-hl-2h1-0,"П: провод  П: плоский  В: изоляция из ПВХ пластиката  ХЛ: холодостойкое исполнение  2: 2 жилы  1,0: номинальное сечение жилы 1,0 мм2  "
"ППВ-ХЛ 2х1,2","3,1х7,4 мм",10 наружных диаметров,−60...+70 °C,https://bystrokabel.ru/item/ppv-hl/ppv-hl-2h1-2,"П: провод  П: плоский  В: изоляция из ПВХ пластиката  ХЛ: холодостойкое исполнение  2: 2 жилы  1,2: номинальное сечение жилы 1,2 мм2  "
"ППВ-ХЛ 2х1,5","3,3х7,8 мм",10 наружных диаметров,−60...+70 °C,https://bystrokabel.ru/item/ppv-hl/ppv-hl-2h1-5,"П: провод  П: плоский  В: изоляция из ПВХ пластиката  ХЛ: холодостойкое исполнение  2: 2 жилы  1,5: номинальное сечение жилы 1,5 мм2  "
"ППВ-ХЛ 2х2,0","3,7х8,6 мм",10 наружных диаметров,−60...+70 °C,https://bystrokabel.ru/item/ppv-hl/ppv-hl-2h2-0,"П: провод  П: плоский  В: изоляция из ПВХ пластиката  ХЛ: холодостойкое исполнение  2: 2 жилы  2,0: номинальное сечение жилы 2,0 мм2  "
"ППВ-ХЛ 2х2,5","3,9х9,0 мм",10 наружных диаметров,−60...+70 °C,https://bystrokabel.ru/item/ppv-hl/ppv-hl-2h2-5,"П: провод  П: плоский  В: изоляция из ПВХ пластиката  ХЛ: холодостойкое исполнение  2: 2 жилы  2,5: номинальное сечение жилы 2,5 мм2  "
"ППВ-ХЛ 2х3,0","4,0х9,2 мм",10 наружных диаметров,−60...+70 °C,https://bystrokabel.ru/item/ppv-hl/ppv-hl-2h3-0,"П: провод  П: плоский  В: изоляция из ПВХ пластиката  ХЛ: холодостойкое исполнение  2: 2 жилы  3,0: номинальное сечение жилы 3,0 мм2  "
"ППВ-ХЛ 2х4,0","4,4х10,0 мм",10 наружных диаметров,−60...+70 °C,https://bystrokabel.ru/item/ppv-hl/ppv-hl-2h4-0,"П: провод  П: плоский  В: изоляция из ПВХ пластиката  ХЛ: холодостойкое исполнение  2: 2 жилы  4,0: номинальное сечение жилы 4,0 мм2  "
"ППВ-ХЛ 3х0,75","2,6х10,2 мм",10 наружных диаметров,−60...+70 °C,https://bystrokabel.ru/item/ppv-hl/ppv-hl-3h0-75,"П: провод  П: плоский  В: изоляция из ПВХ пластиката  ХЛ: холодостойкое исполнение  3: 3 жилы  0,75: номинальное сечение жилы 0,75 мм2  "
"ППВ-ХЛ 3х1,0","2,8х10,8 мм",10 наружных диаметров,−60...+70 °C,https://bystrokabel.ru/item/ppv-hl/ppv-hl-3h1-0,"П: провод  П: плоский  В: изоляция из ПВХ пластиката  ХЛ: холодостойкое исполнение  3: 3 жилы  1,0: номинальное сечение жилы 1,0 мм2  "
"ППВ-ХЛ 3х1,2","3,1х11,7 мм",10 наружных диаметров,−60...+70 °C,https://bystrokabel.ru/item/ppv-hl/ppv-hl-3h1-2,"П: провод  П: плоский  В: изоляция из ПВХ пластиката  ХЛ: холодостойкое исполнение  3: 3 жилы  1,2: номинальное сечение жилы 1,2 мм2  "
"ППВ-ХЛ 3х1,5","3,3х12,3 мм",10 наружных диаметров,−60...+70 °C,https://bystrokabel.ru/item/ppv-hl/ppv-hl-3h1-5,"П: провод  П: плоский  В: изоляция из ПВХ пластиката  ХЛ: холодостойкое исполнение  3: 3 жилы  1,5: номинальное сечение жилы 1,5 мм2  "
"ППВ-ХЛ 3х2,0","3,7х13,5 мм",10 наружных диаметров,−60...+70 °C,https://bystrokabel.ru/item/ppv-hl/ppv-hl-3h2-0,"П: провод  П: плоский  В: изоляция из ПВХ пластиката  ХЛ: холодостойкое исполнение  3: 3 жилы  2,0: номинальное сечение жилы 2,0 мм2  "
"ППВ-ХЛ 3х2,5","3,9х14,1 мм",10 наружных диаметров,−60...+70 °C,https://bystrokabel.ru/item/ppv-hl/ppv-hl-3h2-5,"П: провод  П: плоский  В: изоляция из ПВХ пластиката  ХЛ: холодостойкое исполнение  3: 3 жилы  2,5: номинальное сечение жилы 2,5 мм2  "
"ППВ-ХЛ 3х3,0","4,0х14,4 мм",10 наружных диаметров,−60...+70 °C,https://bystrokabel.ru/item/ppv-hl/ppv-hl-3h3-0,"П: провод  П: плоский  В: изоляция из ПВХ пластиката  ХЛ: холодостойкое исполнение  3: 3 жилы  3,0: номинальное сечение жилы 3,0 мм2  "
"ППВ-ХЛ 3х4,0","4,4х15,6 мм",10 наружных диаметров,−60...+70 °C,https://bystrokabel.ru/item/ppv-hl/ppv-hl-3h4-0,"П: провод  П: плоский  В: изоляция из ПВХ пластиката  ХЛ: холодостойкое исполнение  3: 3 жилы  4,0: номинальное сечение жилы 4,0 мм2  "
"ПУГНП 2х0,5","3,0х3,8 мм",10 наружных диаметров,−15...+50 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D0%A3%D0%93%D0%9D%D0%9F+2%D1%850%2C5,"П: провод  У: установочный  Г: гибкий  Н: для неподвижной прокладки  П: плоский  2: 2 жилы  0,5: номинальное сечение жилы 0,5 мм2  "
"ПУГНП 2х1,0","3,3х5,2 мм",10 наружных диаметров,−15...+50 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D0%A3%D0%93%D0%9D%D0%9F+2%D1%851%2C0,"П: провод  У: установочный  Г: гибкий  Н: для неподвижной прокладки  П: плоский  2: 2 жилы  1,0: номинальное сечение жилы 1,0 мм2  "
"ПУГНП 2х1,5","3,7х6,0 мм",10 наружных диаметров,−15...+50 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D0%A3%D0%93%D0%9D%D0%9F+2%D1%851%2C5,"П: провод  У: установочный  Г: гибкий  Н: для неподвижной прокладки  П: плоский  2: 2 жилы  1,5: номинальное сечение жилы 1,5 мм2  "
"ПУГНП 2х2,5","4,1х6,8 мм",10 наружных диаметров,−15...+50 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D0%A3%D0%93%D0%9D%D0%9F+2%D1%852%2C5,"П: провод  У: установочный  Г: гибкий  Н: для неподвижной прокладки  П: плоский  2: 2 жилы  2,5: номинальное сечение жилы 2,5 мм2  "
"ПУГНП 2х4,0","5,0х8,5 мм",10 наружных диаметров,−15...+50 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D0%A3%D0%93%D0%9D%D0%9F+2%D1%854%2C0,"П: провод  У: установочный  Г: гибкий  Н: для неподвижной прокладки  П: плоский  2: 2 жилы  4,0: номинальное сечение жилы 4,0 мм2  "
"ПУГНП 3х0,75","3,1х6,6 мм",10 наружных диаметров,−15...+50 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D0%A3%D0%93%D0%9D%D0%9F+3%D1%850%2C75,"П: провод  У: установочный  Г: гибкий  Н: для неподвижной прокладки  П: плоский  3: 3 жилы  0,75: номинальное сечение жилы 0,75 мм2  "
"ПУГНП 3х1,5","3,7х8,3 мм",10 наружных диаметров,−15...+50 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D0%A3%D0%93%D0%9D%D0%9F+3%D1%851%2C5,"П: провод  У: установочный  Г: гибкий  Н: для неподвижной прокладки  П: плоский  3: 3 жилы  1,5: номинальное сечение жилы 1,5 мм2  "
"ПУГНП 3х2,5","4,1х9,5 мм",10 наружных диаметров,−15...+50 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D0%A3%D0%93%D0%9D%D0%9F+3%D1%852%2C5,"П: провод  У: установочный  Г: гибкий  Н: для неподвижной прокладки  П: плоский  3: 3 жилы  2,5: номинальное сечение жилы 2,5 мм2  "
"ПУГНП 3х4,0","5,0х12,1 мм",10 наружных диаметров,−15...+50 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D0%A3%D0%93%D0%9D%D0%9F+3%D1%854%2C0,"П: провод  У: установочный  Г: гибкий  Н: для неподвижной прокладки  П: плоский  3: 3 жилы  4,0: номинальное сечение жилы 4,0 мм2  "
"ПУНП 2х1,0","3,3х5,2 мм",10 наружных диаметров,−15...+50 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D0%A3%D0%9D%D0%9F+2%D1%851%2C0,"П: провод  У: установочный  Н: для неподвижной прокладки  П: плоский  2: 2 жилы  1,0: номинальное сечение жилы 1,0 мм2  "
"ПУНП 2х1,5","3,7х6,0 мм",10 наружных диаметров,−15...+50 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D0%A3%D0%9D%D0%9F+2%D1%851%2C5,"П: провод  У: установочный  Н: для неподвижной прокладки  П: плоский  2: 2 жилы  1,5: номинальное сечение жилы 1,5 мм2  "
"ПУНП 2х2,5","4,1х6,8 мм",10 наружных диаметров,−15...+50 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D0%A3%D0%9D%D0%9F+2%D1%852%2C5,"П: провод  У: установочный  Н: для неподвижной прокладки  П: плоский  2: 2 жилы  2,5: номинальное сечение жилы 2,5 мм2  "
"ПУНП 2х4,0","5,0х8,5 мм",10 наружных диаметров,−15...+50 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D0%A3%D0%9D%D0%9F+2%D1%854%2C0,"П: провод  У: установочный  Н: для неподвижной прокладки  П: плоский  2: 2 жилы  4,0: номинальное сечение жилы 4,0 мм2  "
"ПУНП 3х1,5","3,7х8,3 мм",10 наружных диаметров,−15...+50 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D0%A3%D0%9D%D0%9F+3%D1%851%2C5,"П: провод  У: установочный  Н: для неподвижной прокладки  П: плоский  3: 3 жилы  1,5: номинальное сечение жилы 1,5 мм2  "
"ПУНП 3х2,5","4,1х9,5 мм",10 наружных диаметров,−15...+50 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D0%A3%D0%9D%D0%9F+3%D1%852%2C5,"П: провод  У: установочный  Н: для неподвижной прокладки  П: плоский  3: 3 жилы  2,5: номинальное сечение жилы 2,5 мм2  "
"ПУНП 3х4,0","5,0х12,1 мм",10 наружных диаметров,−15...+50 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D0%A3%D0%9D%D0%9F+3%D1%854%2C0,"П: провод  У: установочный  Н: для неподвижной прокладки  П: плоский  3: 3 жилы  4,0: номинальное сечение жилы 4,0 мм2  "
"ПУНП 3х6,0","5,4х13,5 мм",10 наружных диаметров,−15...+50 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D0%A3%D0%9D%D0%9F+3%D1%856%2C0,"П: провод  У: установочный  Н: для неподвижной прокладки  П: плоский  3: 3 жилы  6,0: номинальное сечение жилы 6,0 мм2  "
"ПуВ 0,5","2,0 мм",10 наружных диаметров,−50...+65 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D1%83%D0%92+0%2C5,"Пу: провод установочный  В: изоляция из ПВХ пластиката  0,5: номинальное сечение жилы 0,5 мм2  "
"ПуВ 0,75","2,2 мм",10 наружных диаметров,−50...+65 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D1%83%D0%92+0%2C75,"Пу: провод установочный  В: изоляция из ПВХ пластиката  0,75: номинальное сечение жилы 0,75 мм2  "
"ПуВ 1,0","2,3 мм",10 наружных диаметров,−50...+65 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D1%83%D0%92+1%2C0,"Пу: провод установочный  В: изоляция из ПВХ пластиката  1,0: номинальное сечение жилы 1,0 мм2  "
"ПуВ 1,5","2,8 мм",10 наружных диаметров,−50...+65 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D1%83%D0%92+1%2C5,"Пу: провод установочный  В: изоляция из ПВХ пластиката  1,5: номинальное сечение жилы 1,5 мм2  "
ПуВ 10,"5,6 мм",10 наружных диаметров,−50...+65 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D1%83%D0%92+10,Пу: провод установочный  В: изоляция из ПВХ пластиката  10: номинальное сечение жилы 10 мм2  
ПуВ 120,"17,4 мм",10 наружных диаметров,−50...+65 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D1%83%D0%92+120,Пу: провод установочный  В: изоляция из ПВХ пластиката  120: номинальное сечение жилы 120 мм2  
ПуВ 150,"19,4 мм",10 наружных диаметров,−50...+65 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D1%83%D0%92+150,Пу: провод установочный  В: изоляция из ПВХ пластиката  150: номинальное сечение жилы 150 мм2  
ПуВ 16,"7,1 мм",10 наружных диаметров,−50...+65 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D1%83%D0%92+16,Пу: провод установочный  В: изоляция из ПВХ пластиката  16: номинальное сечение жилы 16 мм2  
ПуВ 185,"21,6 мм",10 наружных диаметров,−50...+65 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D1%83%D0%92+185,Пу: провод установочный  В: изоляция из ПВХ пластиката  185: номинальное сечение жилы 185 мм2  
"ПуВ 2,5","3,4 мм",10 наружных диаметров,−50...+65 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D1%83%D0%92+2%2C5,"Пу: провод установочный  В: изоляция из ПВХ пластиката  2,5: номинальное сечение жилы 2,5 мм2  "
ПуВ 25,"8,8 мм",10 наружных диаметров,−50...+65 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D1%83%D0%92+25,Пу: провод установочный  В: изоляция из ПВХ пластиката  25: номинальное сечение жилы 25 мм2  
ПуВ 300,"27,5 мм",10 наружных диаметров,−50...+65 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D1%83%D0%92+300,Пу: провод установочный  В: изоляция из ПВХ пластиката  300: номинальное сечение жилы 300 мм2  
ПуВ 35,"10,0 мм",10 наружных диаметров,−50...+65 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D1%83%D0%92+35,Пу: провод установочный  В: изоляция из ПВХ пластиката  35: номинальное сечение жилы 35 мм2  
"ПуВ 4,0","3,9 мм",10 наружных диаметров,−50...+65 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D1%83%D0%92+4%2C0,"Пу: провод установочный  В: изоляция из ПВХ пластиката  4,0: номинальное сечение жилы 4,0 мм2  "
"ПуВ 6,0","4,4 мм",10 наружных диаметров,−50...+65 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D1%83%D0%92+6%2C0,"Пу: провод установочный  В: изоляция из ПВХ пластиката  6,0: номинальное сечение жилы 6,0 мм2  "
ПуВ 70,"13,5 мм",10 наружных диаметров,−50...+65 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D1%83%D0%92+70,Пу: провод установочный  В: изоляция из ПВХ пластиката  70: номинальное сечение жилы 70 мм2  
ПуВ 95,"15,8 мм",10 наружных диаметров,−50...+65 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D1%83%D0%92+95,Пу: провод установочный  В: изоляция из ПВХ пластиката  95: номинальное сечение жилы 95 мм2  
"ПуВ-Т 0,5","2,0 мм",10 наружных диаметров,−50...+65 °C,https://bystrokabel.ru/item/puv-t/puv-t-0-5,"Пу: провод установочный  В: изоляция из ПВХ пластиката  Т: тропическое исполнение  0,5: номинальное сечение жилы 0,5 мм2  "
"ПуВ-Т 0,75","2,2 мм",10 наружных диаметров,−50...+65 °C,https://bystrokabel.ru/item/puv-t/puv-t-0-75,"Пу: провод установочный  В: изоляция из ПВХ пластиката  Т: тропическое исполнение  0,75: номинальное сечение жилы 0,75 мм2  "
"ПуВ-Т 1,0","2,4 мм",10 наружных диаметров,−50...+65 °C,https://bystrokabel.ru/item/puv-t/puv-t-1-0,"Пу: провод установочный  В: изоляция из ПВХ пластиката  Т: тропическое исполнение  1,0: номинальное сечение жилы 1,0 мм2  "
"ПуВ-Т 1,5","2,8 мм",10 наружных диаметров,−50...+65 °C,https://bystrokabel.ru/item/puv-t/puv-t-1-5,"Пу: провод установочный  В: изоляция из ПВХ пластиката  Т: тропическое исполнение  1,5: номинальное сечение жилы 1,5 мм2  "
ПуВ-Т 10,"5,5 мм",10 наружных диаметров,−50...+65 °C,https://bystrokabel.ru/item/puv-t/puv-t-10,Пу: провод установочный  В: изоляция из ПВХ пластиката  Т: тропическое исполнение  10: номинальное сечение жилы 10 мм2  
ПуВ-Т 120,"16,0 мм",10 наружных диаметров,−50...+65 °C,https://bystrokabel.ru/item/puv-t/puv-t-120,Пу: провод установочный  В: изоляция из ПВХ пластиката  Т: тропическое исполнение  120: номинальное сечение жилы 120 мм2  
ПуВ-Т 150,"18,2 мм",10 наружных диаметров,−50...+65 °C,https://bystrokabel.ru/item/puv-t/puv-t-150,Пу: провод установочный  В: изоляция из ПВХ пластиката  Т: тропическое исполнение  150: номинальное сечение жилы 150 мм2  
ПуВ-Т 16,"7,1 мм",10 наружных диаметров,−50...+65 °C,https://bystrokabel.ru/item/puv-t/puv-t-16,Пу: провод установочный  В: изоляция из ПВХ пластиката  Т: тропическое исполнение  16: номинальное сечение жилы 16 мм2  
ПуВ-Т 185,"20,2 мм",10 наружных диаметров,−50...+65 °C,https://bystrokabel.ru/item/puv-t/puv-t-185,Пу: провод установочный  В: изоляция из ПВХ пластиката  Т: тропическое исполнение  185: номинальное сечение жилы 185 мм2  
"ПуВ-Т 2,5","3,3 мм",10 наружных диаметров,−50...+65 °C,https://bystrokabel.ru/item/puv-t/puv-t-2-5,"Пу: провод установочный  В: изоляция из ПВХ пластиката  Т: тропическое исполнение  2,5: номинальное сечение жилы 2,5 мм2  "
ПуВ-Т 240,"23,1 мм",10 наружных диаметров,−50...+65 °C,https://bystrokabel.ru/item/puv-t/puv-t-240,Пу: провод установочный  В: изоляция из ПВХ пластиката  Т: тропическое исполнение  240: номинальное сечение жилы 240 мм2  
ПуВ-Т 25,"8,2 мм",10 наружных диаметров,−50...+65 °C,https://bystrokabel.ru/item/puv-t/puv-t-25,Пу: провод установочный  В: изоляция из ПВХ пластиката  Т: тропическое исполнение  25: номинальное сечение жилы 25 мм2  
ПуВ-Т 300,"25,8 мм",10 наружных диаметров,−50...+65 °C,https://bystrokabel.ru/item/puv-t/puv-t-300,Пу: провод установочный  В: изоляция из ПВХ пластиката  Т: тропическое исполнение  300: номинальное сечение жилы 300 мм2  
ПуВ-Т 35,"9,2 мм",10 наружных диаметров,−50...+65 °C,https://bystrokabel.ru/item/puv-t/puv-t-35,Пу: провод установочный  В: изоляция из ПВХ пластиката  Т: тропическое исполнение  35: номинальное сечение жилы 35 мм2  
"ПуВ-Т 4,0","3,8 мм",10 наружных диаметров,−50...+65 °C,https://bystrokabel.ru/item/puv-t/puv-t-4-0,"Пу: провод установочный  В: изоляция из ПВХ пластиката  Т: тропическое исполнение  4,0: номинальное сечение жилы 4,0 мм2  "
ПуВ-Т 400,"29,0 мм",10 наружных диаметров,−50...+65 °C,https://bystrokabel.ru/item/puv-t/puv-t-400,Пу: провод установочный  В: изоляция из ПВХ пластиката  Т: тропическое исполнение  400: номинальное сечение жилы 400 мм2  
ПуВ-Т 50,"10,7 мм",10 наружных диаметров,−50...+65 °C,https://bystrokabel.ru/item/puv-t/puv-t-50,Пу: провод установочный  В: изоляция из ПВХ пластиката  Т: тропическое исполнение  50: номинальное сечение жилы 50 мм2  
"ПуВ-Т 6,0","4,3 мм",10 наружных диаметров,−50...+65 °C,https://bystrokabel.ru/item/puv-t/puv-t-6-0,"Пу: провод установочный  В: изоляция из ПВХ пластиката  Т: тропическое исполнение  6,0: номинальное сечение жилы 6,0 мм2  "
ПуВ-Т 70,"12,2 мм",10 наружных диаметров,−50...+65 °C,https://bystrokabel.ru/item/puv-t/puv-t-70,Пу: провод установочный  В: изоляция из ПВХ пластиката  Т: тропическое исполнение  70: номинальное сечение жилы 70 мм2  
ПуВ-Т 95,"14,5 мм",10 наружных диаметров,−50...+65 °C,https://bystrokabel.ru/item/puv-t/puv-t-95,Пу: провод установочный  В: изоляция из ПВХ пластиката  Т: тропическое исполнение  95: номинальное сечение жилы 95 мм2  
"ПуВ-ХЛ 1,5","2,8 мм",10 наружных диаметров,−60...+65 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D1%83%D0%92-%D0%A5%D0%9B+1%2C5,"Пу: провод установочный  В: изоляция из ПВХ пластиката  ХЛ: холодостойкое исполнение  1,5: номинальное сечение жилы 1,5 мм2  "
ПуВ-ХЛ 10,"5,5 мм",10 наружных диаметров,−60...+65 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D1%83%D0%92-%D0%A5%D0%9B+10,Пу: провод установочный  В: изоляция из ПВХ пластиката  ХЛ: холодостойкое исполнение  10: номинальное сечение жилы 10 мм2  
"ПуВ-ХЛ 4,0","3,8 мм",10 наружных диаметров,−60...+65 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D1%83%D0%92-%D0%A5%D0%9B+4%2C0,"Пу: провод установочный  В: изоляция из ПВХ пластиката  ХЛ: холодостойкое исполнение  4,0: номинальное сечение жилы 4,0 мм2  "
"ПуВВ 1х1,5","4,2 мм",10 наружных диаметров,−50...+65 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D1%83%D0%92%D0%92+1%D1%851%2C5,"Пу: провод установочный  В: изоляция из ПВХ пластиката  В: оболочка из ПВХ пластиката  1: 1 жила  1,5: номинальное сечение жилы 1,5 мм2  "
ПуВВ 1х25,"10,6 мм",10 наружных диаметров,−50...+65 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D1%83%D0%92%D0%92+1%D1%8525,Пу: провод установочный  В: изоляция из ПВХ пластиката  В: оболочка из ПВХ пластиката  1: 1 жила  25: номинальное сечение жилы 25 мм2  
"ПуВВ 1х4,0","5,5 мм",10 наружных диаметров,−50...+65 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D1%83%D0%92%D0%92+1%D1%854%2C0,"Пу: провод установочный  В: изоляция из ПВХ пластиката  В: оболочка из ПВХ пластиката  1: 1 жила  4,0: номинальное сечение жилы 4,0 мм2  "
"ПуВВ 1х6,0","6,0 мм",10 наружных диаметров,−50...+65 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D1%83%D0%92%D0%92+1%D1%856%2C0,"Пу: провод установочный  В: изоляция из ПВХ пластиката  В: оболочка из ПВХ пластиката  1: 1 жила  6,0: номинальное сечение жилы 6,0 мм2  "
"ПуВВ 2х1,5","7,0 мм",10 наружных диаметров,−50...+65 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D1%83%D0%92%D0%92+2%D1%851%2C5,"Пу: провод установочный  В: изоляция из ПВХ пластиката  В: оболочка из ПВХ пластиката  2: 2 жилы  1,5: номинальное сечение жилы 1,5 мм2  "
"ПуВВ 2х2,5","8,4 мм",10 наружных диаметров,−50...+65 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D1%83%D0%92%D0%92+2%D1%852%2C5,"Пу: провод установочный  В: изоляция из ПВХ пластиката  В: оболочка из ПВХ пластиката  2: 2 жилы  2,5: номинальное сечение жилы 2,5 мм2  "
"ПуВВ 3х1,5","9,7 мм",10 наружных диаметров,−50...+65 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D1%83%D0%92%D0%92+3%D1%851%2C5,"Пу: провод установочный  В: изоляция из ПВХ пластиката  В: оболочка из ПВХ пластиката  3: 3 жилы  1,5: номинальное сечение жилы 1,5 мм2  "
"ПуВВ 3х2,5","11,7 мм",10 наружных диаметров,−50...+65 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D1%83%D0%92%D0%92+3%D1%852%2C5,"Пу: провод установочный  В: изоляция из ПВХ пластиката  В: оболочка из ПВХ пластиката  3: 3 жилы  2,5: номинальное сечение жилы 2,5 мм2  "
"ПуВВ 3х4,0","13,2 мм",10 наружных диаметров,−50...+65 °C,https://bystrokabel.ru/catalog/search?query=%D0%9F%D1%83%D0%92%D0%92+3%D1%854%2C0,"Пу: провод установочный  В: изоляция из ПВХ пластиката  В: оболочка из ПВХ пластиката  3: 3 жилы  4,0: номинальное сечение жилы 4,0 мм2  "
"ПуВВ-Т 1х0,5","3,4 мм",10 наружных диаметров,−50...+65 °C,https://bystrokabel.ru/item/puvv-t/puvv-t-1h0-5,"Пу: провод установочный  В: изоляция из ПВХ пластиката  В: оболочка из ПВХ пластиката  Т: тропическое исполнение  1: 1 жила  0,5: номинальное сечение жилы 0,5 мм2  "
"ПуВВ-Т 1х0,75","3,6 мм",10 наружных диаметров,−50...+65 °C,https://bystrokabel.ru/item/puvv-t/puvv-t-1h0-75,"Пу: провод установочный  В: изоляция из ПВХ пластиката  В: оболочка из ПВХ пластиката  Т: тропическое исполнение  1: 1 жила  0,75: номинальное сечение жилы 0,75 мм2  "
